____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Mon Jan 31 14:05:34 2022
 62.4 us/s;  0.9;;;;kWork;ext4_end_io_rsv_work; 3.57 mW  
 44.1 us/s;  0.9;;;;Process;[PID 885] /usr/libexec/gvfs-afc-volume-monitor ; 3.54 mW  
  0.0 us/s;  0.9;;;;kWork;wb_workfn; 3.48 mW  
  0.0 us/s;  0.9;;;;kWork;phy_state_machine; 3.48 mW  
  0.0 us/s;  0.9;;;;kWork;mmc_rescan; 3.48 mW  
  0.0 us/s;  0.9;;;;kWork;v3d_clock_down_work; 3.48 mW  
  1.4 ms/s;;;;;Interrupt;[28] arch_timer; 2.25 mW  
  1.1 ms/s;;;;;Interrupt;[4] block(softirq); 1.65 mW  
  1.0 ms/s;;;;;Interrupt;[81] xhci_hcd; 1.53 mW  
  0.9 ms/s;;;;;Interrupt;[9] RCU(softirq); 1.36 mW  
  0.8 ms/s;;;;;Interrupt;[66] mmc0; 1.32 mW  
  0.8 ms/s;;;;;Process;[PID 1283] [kworker/1:3]; 1.30 mW  
  0.8 ms/s;;;;;Process;[PID 22] [ksoftirqd/2]; 1.28 mW  
474.2 us/s;;;;;Process;[PID 1285] mousepad /home/pi/Desktop/liboqs/spm/csv_files/8Gpi4-20220126-155958 ;  740 uW  
335.0 us/s;;;;;Interrupt;[1] timer(softirq);  523 uW  
224.7 us/s;;;;;Timer;it_real_fn;  351 uW  
205.7 us/s;;;;;Timer;delayed_work_timer_fn;  321 uW  
181.2 us/s;;;;;Timer;process_timeout;  283 uW  
124.8 us/s;;;;;Process;[PID 1352] [kworker/3:0];  195 uW  
109.5 us/s;;;;;Interrupt;[21] IPI;  171 uW  
 91.0 us/s;;;;;kWork;vmstat_update;  142 uW  
 67.1 us/s;;;;;Process;[PID 17] [ksoftirqd/1];  105 uW  
 61.0 us/s;;;;;Process;[PID 39] [kcompactd0];    0 mW  
 57.8 us/s;;;;;Process;[PID 1674] [kworker/0:2];    0 mW  
 45.0 us/s;;;;;Process;[PID 27] [ksoftirqd/3];    0 mW  
 38.2 us/s;;;;;kWork;vmstat_shepherd;    0 mW  
 26.2 us/s;;;;;Process;[PID 1186] [kworker/2:2];    0 mW  
 25.3 us/s;;;;;Process;[PID 1551] [kworker/2:0H];    0 mW  
 23.8 us/s;;;;;Timer;dev_watchdog;    0 mW  
 16.0 us/s;;;;;Interrupt;[72] eth0;    0 mW  
 14.1 us/s;;;;;Interrupt;[2] net tx(softirq);    0 mW  
 10.2 us/s;;;;;Process;[PID 1489] [kworker/1:0];    0 mW  
  9.9 us/s;;;;;Timer;writeout_period;    0 mW  
  7.6 us/s;;;;;Timer;sched_rt_period_timer;    0 mW  
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;


The system baseline power is estimated at:  1.82  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 29.1%;CPU use;  1.82 W   
100.0%;USB device: xHCI Host Controller;           
100.0%;runtime-fef05700.hdmi;           
100.0%;PCI Device: VIA Technologies, Inc. VL805 USB 3.0 Host Controller;           
100.0%;PCI Device: Broadcom Inc. and subsidiaries BCM2711 PCIe Bridge;           
100.0%;USB device: Dell USB Entry Keyboard (DELL);           
100.0%;USB device: USB2.0 Hub;           
100.0%;USB device: USB Optical Mouse;           
  0.0%;runtime-snd-soc-dummy;           
  0.0%;runtime-bcm2835-power;           
  0.0%;runtime-fe004000.txp;           
  0.0%;runtime-soc:firmware;           
  0.0%;runtime-fd580000.ethernet;           
  0.0%;runtime-raspberrypi-hwmon;           
  0.0%;runtime-bcm2835_audio;           
  0.0%;runtime-timer;           
  0.0%;runtime-feb30000.vp9-decoder;           
  0.0%;runtime-hdmi-audio-codec.0.auto;           
  0.0%;runtime-soc:firmware:clocks;           
  0.0%;runtime-feb00000.hevc-decoder;           
  0.0%;runtime-unimac-mdio.-19;           
  0.0%;runtime-fd5d2000.avs-monitor:thermal;           
  0.0%;runtime-fd5d2000.avs-monitor;           
  0.0%;runtime-chosen;           
  0.0%;runtime-fe003000.timer;           
  0.0%;runtime-soc:firmware:reset;           
  0.0%;runtime-hdmi-audio-codec.1.auto;           
  0.0%;runtime-fef09500.i2c;           
  0.0%;runtime-fe20a000.pixelvalve;           
  0.0%;runtime-emmc2bus;           
  0.0%;runtime-fe100000.watchdog;           
  0.0%;runtime-bcm2835-isp;           
  0.0%;runtime-fixedregulator_5v0;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-sd_io_1v8_reg;           
  0.0%;runtime-fec12000.pixelvalve;           
  0.0%;runtime-bcm2835-codec;           
  0.0%;runtime-arm-pmu;           
  0.0%;runtime-fe215000.aux;           
  0.0%;runtime-hdmi-audio-codec.5.auto;           
  0.0%;runtime-3e330000.framebuffer;           
  0.0%;runtime-fe400000.hvs;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-phy;           
  0.0%;runtime-v3dbus;           
  0.0%;runtime-fe216000.pixelvalve;           
  0.0%;runtime-soc:power;           
  0.0%;runtime-fe300000.mmcnr;           
  0.0%;runtime-fec00000.v3d;           
  0.0%;runtime-fixedregulator_3v3;           
  0.0%;runtime-soc:vcsm;           
  0.0%;runtime-regulatory.0;           
  0.0%;runtime-fe206000.pixelvalve;           
  0.0%;runtime-gpu;           
  0.0%;runtime-feb20000.h264-decoder;           
  0.0%;runtime-fe200000.gpio;           
  0.0%;runtime-soc:firmware:gpio;           
  0.0%;runtime-fef00700.hdmi;           
  0.0%;runtime-feb10000.rpivid-local-intc;           
  0.0%;runtime-fe00b840.mailbox;           
  0.0%;runtime-vcsm-cma;           
  0.0%;runtime-bcm2835-camera;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-3ef60340.nvram;           
  0.0%;runtime-fe007000.dma;           
  0.0%;runtime-fe104000.rng;           
  0.0%;runtime-hdmi-audio-codec.4.auto;           
  0.0 pkts/s;Network interface: eth0 (bcmgenet);           
  0.0 pkts/s;Network interface: wlan0 (brcmfmac);           
  0.0%;radio:hci0;           
  0.0%;Radio device: brcmfmac;           
  0.0%;runtime-cpufreq-dt;           
  0.0%;runtime-soc;           
  0.0%;runtime-hdmi-audio-codec.3.auto;           
  0.0%;USB device: xHCI Host Controller;           
  0.0%;runtime-fe00b880.mailbox;           
  0.0%;runtime-hdmi-audio-codec.2.auto;           
  0.0%;runtime-fe340000.mmc;           
  0.0%;runtime-leds;           
  0.0%;runtime-fe207000.pixelvalve;           
  0.0%;runtime-fd500000.pcie;           
  0.0%;runtime-fe007b00.dma;           
  0.0%;runtime-raspberrypi-cpufreq;           
  0.0%;runtime-fe200000.gpiomem;           
  0.0%;I2C Adapter (i2c-21): Broadcom STB : ;           
  0.0%;I2C Adapter (i2c-20): Broadcom STB : ;           
  0.0%;runtime-fe101000.cprman;           
  0.0%;runtime-fef00000.clock;           
  0.0%;runtime-sd_vcc_reg;           
  0.0%;runtime-ff800000.local_intc;           
  0.0%;runtime-bcm2835-wdt;           
  0.0%;runtime-scb;           
  0.0%;runtime-fef04500.i2c;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
systemd-logind;/dev/input/event1
;/dev/input/event2
;/dev/input/event3
thd;/dev/input/event0
;/dev/input/event1
rngd;/dev/hwrng
;/dev/random
wpa_supplicant;/dev/rfkill
;/dev/rfkill
Xorg;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128
;/dev/dri/renderD128
;/dev/input/event0
;/dev/input/event1
;/dev/input/event2
;/dev/input/event3
;/dev/vga_arbiter
pulseaudio;/dev/snd/controlC0
;/dev/snd/controlC2
gvfsd-fuse;/dev/fuse
bluetoothd;/dev/rfkill
mutter;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128
lxpanel;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128
pcmanfm;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device USB Optical Mouse [1-1.1];echo 'auto' > '/sys/bus/usb/devices/1-1.1/power/control';
Autosuspend for USB device Dell USB Entry Keyboard [DELL];echo 'auto' > '/sys/bus/usb/devices/1-1.2/power/control';
Runtime PM for PCI Device Broadcom Inc. and subsidiaries BCM2711 PCIe Bridge;echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device VIA Technologies, Inc. VL805 USB 3.0 Host Controller;echo 'auto' > '/sys/bus/pci/devices/0000:01:00.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
I2C Adapter i2c-21 has no runtime power management
I2C Adapter i2c-20 has no runtime power management
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
Wireless Power Saving for interface wlan0
Bluetooth device interface status
Autosuspend for USB device xHCI Host Controller [usb1]
Autosuspend for USB device USB2.0 Hub [1-1]
Autosuspend for USB device xHCI Host Controller [usb2]

