____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Mon Jan 31 11:52:02 2022
  0.0 us/s;  0.9;;;;kWork;phy_state_machine; 3.64 mW  
  1.2 ms/s;;;;;Process;[PID 1019] [kworker/2:0]; 1.94 mW  
462.6 us/s;;;;  0.9;Process;[PID 28] [kworker/3:0]; 1.64 mW  
  0.9 ms/s;;;;;Process;[PID 294] [kworker/u8:3]; 1.47 mW  
  0.7 ms/s;;;;;Process;[PID 13] [migration/0]; 1.14 mW  
658.9 us/s;;;;;Process;[PID 16] [migration/1]; 1.03 mW  
616.7 us/s;;;;;Interrupt;[9] RCU(softirq);  962 uW  
607.1 us/s;;;;;Interrupt;[28] arch_timer;  947 uW  
497.5 us/s;;;;;Process;[PID 21] [migration/2];  776 uW  
438.3 us/s;;;;;Process;[PID 26] [migration/3];  684 uW  
423.6 us/s;;;;;Process;[PID 1050] [kworker/0:0];  661 uW  
407.9 us/s;;;;;Process;[PID 22] [ksoftirqd/2];  636 uW  
382.3 us/s;;;;;Process;[PID 1120] [kworker/2:1];  596 uW  
350.0 us/s;;;;;Process;[PID 1002] lxterminal ;  546 uW  
339.3 us/s;;;;;Interrupt;[7] sched(softirq);  529 uW  
281.7 us/s;;;;;Process;[PID 110] [kworker/0:2H];  439 uW  
275.1 us/s;;;;;kWork;wb_workfn;  429 uW  
260.4 us/s;;;;;Process;[PID 1073] [kworker/1:0];  406 uW  
226.0 us/s;;;;;Process;[PID 754] lxpanel --profile LXDE-pi ;  353 uW  
128.6 us/s;;;;;Interrupt;[1] timer(softirq);  201 uW  
109.6 us/s;;;;;Interrupt;[21] IPI;  171 uW  
106.7 us/s;;;;;Interrupt;[66] mmc0;  166 uW  
 90.6 us/s;;;;;Timer;delayed_work_timer_fn;  141 uW  
 90.3 us/s;;;;;Interrupt;[4] block(softirq);  141 uW  
 77.0 us/s;;;;;Timer;process_timeout;  120 uW  
 66.1 us/s;;;;;kWork;vmstat_update;  103 uW  
 65.9 us/s;;;;;Process;[PID 84] [kworker/0:5];  103 uW  
 56.1 us/s;;;;;Interrupt;[79] v3d;    0 mW  
 55.4 us/s;;;;;Process;[PID 523] /usr/sbin/rngd -r /dev/hwrng ;    0 mW  
 44.6 us/s;;;;;Process;[PID 885] /usr/libexec/gvfs-afc-volume-monitor ;    0 mW  
 29.6 us/s;;;;;Process;[PID 11] [ksoftirqd/0];    0 mW  
 14.4 us/s;;;;;Process;[PID 95] [kworker/1:2H];    0 mW  
 13.8 us/s;;;;;Process;[PID 1099] [kworker/3:2];    0 mW  
 11.1 us/s;;;;;Process;[PID 17] [ksoftirqd/1];    0 mW  
  9.5 us/s;;;;;Process;[PID 1129] [kworker/0:1H];    0 mW  
  4.5 us/s;;;;;Timer;pm_suspend_timer_fn;    0 mW  
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;


The system baseline power is estimated at:  628 m W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
  8.3%;CPU use;  628 mW   
100.0%;USB device: xHCI Host Controller;           
100.0%;runtime-fef05700.hdmi;           
100.0%;PCI Device: VIA Technologies, Inc. VL805 USB 3.0 Host Controller;           
100.0%;PCI Device: Broadcom Inc. and subsidiaries BCM2711 PCIe Bridge;           
100.0%;USB device: Dell USB Entry Keyboard (DELL);           
100.0%;USB device: USB2.0 Hub;           
100.0%;USB device: USB Optical Mouse;           
  0.0%;runtime-hdmi-audio-codec.3.auto;           
  0.0%;Radio device: brcmfmac;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-3ef60340.nvram;           
  0.0%;runtime-fe007000.dma;           
  0.0%;runtime-fe104000.rng;           
  0.0%;runtime-hdmi-audio-codec.4.auto;           
  0.0 pkts/s;Network interface: eth0 (bcmgenet);           
  0.0 pkts/s;Network interface: wlan0 (brcmfmac);           
  0.0%;radio:hci0;           
  0.0%;runtime-bcm2835-codec;           
  0.0%;runtime-vcsm-cma;           
  0.0%;runtime-fe00b840.mailbox;           
  0.0%;runtime-feb10000.rpivid-local-intc;           
  0.0%;runtime-fef00700.hdmi;           
  0.0%;runtime-soc:firmware:gpio;           
  0.0%;runtime-fe200000.gpio;           
  0.0%;runtime-feb20000.h264-decoder;           
  0.0%;runtime-gpu;           
  0.0%;runtime-fe206000.pixelvalve;           
  0.0%;runtime-arm-pmu;           
  0.0%;runtime-soc;           
  0.0%;runtime-fe215000.aux;           
  0.0%;runtime-soc:vcsm;           
  0.0%;runtime-regulatory.0;           
  0.0%;runtime-fef04500.i2c;           
  0.0%;runtime-scb;           
  0.0%;runtime-bcm2835-wdt;           
  0.0%;runtime-ff800000.local_intc;           
  0.0%;runtime-sd_vcc_reg;           
  0.0%;runtime-fef00000.clock;           
  0.0%;runtime-fe00b880.mailbox;           
  0.0%;USB device: xHCI Host Controller;           
  0.0%;runtime-raspberrypi-cpufreq;           
  0.0%;runtime-cpufreq-dt;           
  0.0%;runtime-bcm2835-camera;           
  0.0%;runtime-fe007b00.dma;           
  0.0%;runtime-fd500000.pcie;           
  0.0%;runtime-fe207000.pixelvalve;           
  0.0%;runtime-leds;           
  0.0%;runtime-fe340000.mmc;           
  0.0%;runtime-hdmi-audio-codec.2.auto;           
  0.0%;runtime-fe101000.cprman;           
  0.0%;I2C Adapter (i2c-20): Broadcom STB : ;           
  0.0%;runtime-fef09500.i2c;           
  0.0%;runtime-hdmi-audio-codec.1.auto;           
  0.0%;runtime-soc:firmware:reset;           
  0.0%;runtime-fe003000.timer;           
  0.0%;runtime-chosen;           
  0.0%;runtime-fd5d2000.avs-monitor;           
  0.0%;runtime-fd5d2000.avs-monitor:thermal;           
  0.0%;runtime-unimac-mdio.-19;           
  0.0%;runtime-feb00000.hevc-decoder;           
  0.0%;runtime-fixedregulator_3v3;           
  0.0%;runtime-hdmi-audio-codec.0.auto;           
  0.0%;runtime-feb30000.vp9-decoder;           
  0.0%;runtime-timer;           
  0.0%;runtime-bcm2835_audio;           
  0.0%;runtime-raspberrypi-hwmon;           
  0.0%;runtime-fd580000.ethernet;           
  0.0%;runtime-soc:firmware;           
  0.0%;runtime-fe004000.txp;           
  0.0%;runtime-bcm2835-power;           
  0.0%;runtime-fec00000.v3d;           
  0.0%;runtime-soc:power;           
  0.0%;runtime-fe216000.pixelvalve;           
  0.0%;runtime-v3dbus;           
  0.0%;runtime-phy;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-fe400000.hvs;           
  0.0%;runtime-emmc2bus;           
  0.0%;runtime-snd-soc-dummy;           
  0.0%;runtime-3e330000.framebuffer;           
  0.0%;runtime-hdmi-audio-codec.5.auto;           
  0.0%;runtime-fe300000.mmcnr;           
  0.0%;runtime-fec12000.pixelvalve;           
  0.0%;runtime-sd_io_1v8_reg;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-fixedregulator_5v0;           
  0.0%;runtime-bcm2835-isp;           
  0.0%;runtime-fe100000.watchdog;           
  0.0%;runtime-fe20a000.pixelvalve;           
  0.0%;runtime-soc:firmware:clocks;           
  0.0%;runtime-fe200000.gpiomem;           
  0.0%;I2C Adapter (i2c-21): Broadcom STB : ;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
systemd-logind;/dev/input/event1
;/dev/input/event2
;/dev/input/event3
thd;/dev/input/event0
;/dev/input/event1
rngd;/dev/hwrng
;/dev/random
wpa_supplicant;/dev/rfkill
;/dev/rfkill
Xorg;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128
;/dev/dri/renderD128
;/dev/input/event0
;/dev/input/event1
;/dev/input/event2
;/dev/input/event3
;/dev/vga_arbiter
pulseaudio;/dev/snd/controlC0
;/dev/snd/controlC2
gvfsd-fuse;/dev/fuse
bluetoothd;/dev/rfkill
mutter;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128
lxpanel;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128
pcmanfm;/dev/dri/card1
;/dev/dri/card1
;/dev/dri/renderD128

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device USB Optical Mouse [1-1.1];echo 'auto' > '/sys/bus/usb/devices/1-1.1/power/control';
Autosuspend for USB device Dell USB Entry Keyboard [DELL];echo 'auto' > '/sys/bus/usb/devices/1-1.2/power/control';
Runtime PM for PCI Device Broadcom Inc. and subsidiaries BCM2711 PCIe Bridge;echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device VIA Technologies, Inc. VL805 USB 3.0 Host Controller;echo 'auto' > '/sys/bus/pci/devices/0000:01:00.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
I2C Adapter i2c-21 has no runtime power management
I2C Adapter i2c-20 has no runtime power management
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
Wireless Power Saving for interface wlan0
Bluetooth device interface status
Autosuspend for USB device xHCI Host Controller [usb1]
Autosuspend for USB device USB2.0 Hub [1-1]
Autosuspend for USB device xHCI Host Controller [usb2]

